Sl.No.,Sources,Photo/comments,COMMON.NAME,STATE,region,LATITUDE,LONGITUDE,month,day,year,morph
2181,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,24.269881,76.4378339,7,1,2018,R
2182,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,24.417103,76.4378339,7,1,2018,R
2183,OBI,Photo,Indian Paradise-Flycatcher,Jammu & Kashmir,Himalayas,29.3505,75.188023,7,3,2018,W
2184,ebird,comments,Indian Paradise-Flycatcher,Haryana,North,26.062108,77.0440469,7,7,2018,W
2185,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,24.417103,76.4378339,7,7,2018,R
2186,ebird,comments,Indian Paradise-Flycatcher,Haryana,North,26.062108,77.1540856,7,8,2018,W
2187,ebird,Photo,Indian Paradise-Flycatcher,Himachal Pradesh,Himalayas,28.3634054,77.2009 ,7,10,2018,W
2188,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,24.5757191,76.4378339,7,10,2018,R
2189,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,24.6496,76.4378339,7,10,2018,R
2190,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,23.1178697,76.4378339,7,11,2018,R
2191,ebird,comments,Indian Paradise-Flycatcher,Uttarakhand,Himalayas,26.523396,77.9735059,7,11,2018,W
2192,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,24.7244,76.4378339,7,13,2018,R
2193,Inaturalist,Photo,Indian Paradise-Flycatcher,Chhattisgarh,East,19.5967146,81.678578,7,19,2018,W
2194,ebird,comments,Indian Paradise-Flycatcher,Haryana,North,26.855,77.5169174,7,19,2018,W
2195,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,12.7693427,74.9368654,7,19,2018,W
2196,ebird,comments,Indian Paradise-Flycatcher,Haryana,North,26.062108,77.1099445,7,20,2018,R
2197,ebird,Photo,Indian Paradise-Flycatcher,Jammu & Kashmir,Himalayas,28.4835371,74.8619 ,7,20,2018,JI
2198,ebird,Photo,Indian Paradise-Flycatcher,Jammu & Kashmir,Himalayas,28.4936629,74.8619 ,7,20,2018,W
2199,OBI,Photo,Indian Paradise-Flycatcher,Haryana,North,29.3476,77.174245,7,21,2018,R
2200,ebird,Photo,Indian Paradise-Flycatcher,Karnataka,South,12.8536944,77.5095 ,7,21,2018,R
2201,ebird,comments,Indian Paradise-Flycatcher,Haryana,North,26.062108,77.0440469,7,22,2018,W
2202,ebird,Photo,Indian Paradise-Flycatcher,Maharashtra,Central,19.453982,79.0329 ,7,24,2018,W
2203,Fb,Photo,Indian Paradise-Flycatcher,Sri Lanka,Sri Lanka,31.5211766,81.402006,7,27,2018,R
2204,ebird,comments,Indian Paradise-Flycatcher,Haryana,North,26.062108,77.0440469,7,29,2018,W
2205,ebird,comments,Indian Paradise-Flycatcher,NCT of Delhi,North,26.062108,77.1807575,8,4,2018,W
2206,ebird,Photo,Indian Paradise-Flycatcher,Karnataka,South,12.6030375,77.5681 ,8,11,2018,R
2207,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,11.5735,76.6179228,8,20,2018,R
2208,ebird,Photo,Indian Paradise-Flycatcher,Karnataka,South,12.8536944,77.5095 ,8,25,2018,R
2209,ebird,comments,Indian Paradise-Flycatcher,Haryana,North,26.062108,77.2843179,9,5,2018,W
2210,ebird,comments,Indian Paradise-Flycatcher,Haryana,North,26.062108,77.0440469,9,26,2018,R
2211,ebird,comments,Indian Paradise-Flycatcher,Maharashtra,Central,18.522534,72.913599,10,6,2018,R
2212,ebird,Photo,Indian Paradise-Flycatcher,West Bengal,East,21.367947,88.3597 ,10,7,2018,R
2213,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,10.9053957,79.2872143,10,9,2018,W
2214,ebird,photo,Indian Paradise-Flycatcher ,Pakistan,Himalayas,28.4638333,72.9964,10,10,2018,W
2215,Fb,Photo,Indian Paradise-Flycatcher,Sri Lanka,Sri Lanka,6.891383,79.909095,10,11,2018,W
2216,ebird,comments,Indian Paradise-Flycatcher,Kerala,South,11.3008,75.7323822,10,13,2018,R
2217,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,10.8702305,79.2872143,10,13,2018,R
2218,ebird,Photo,Indian Paradise-Flycatcher,Karnataka,South,12.8537,77.5095,10,14,2018,W
2219,ebird,Photo,Indian Paradise-Flycatcher,Karnataka,South,12.9494094,77.7221 ,10,14,2018,W
2220,ebird,comments,Indian Paradise-Flycatcher,Maharashtra,Central,18.9933,72.76884,10,14,2018,R
2221,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,11.2918,77.357418,10,14,2018,R
2222,ebird,Photo,Indian Paradise-Flycatcher,Tamil Nadu,South,10.726,77.4201,10,14,2018,R
2223,ebird,Photo,Indian Paradise-Flycatcher,West Bengal,East,21.367947,88.3597 ,10,14,2018,R
2224,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,12.7427656,77.5607895,10,15,2018,R
2225,ebird,comments,Indian Paradise-Flycatcher,Kerala,South,12.3,75.094355,10,15,2018,R
2226,ebird,Photo,Indian Paradise-Flycatcher,Tamil Nadu,South,11.5345,76.6449,10,15,2018,W
2227,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,10.930508,76.7375983,10,15,2018,W
2228,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,13.0172,77.5671418,10,17,2018,W
2229,ebird,Photo,Indian Paradise-Flycatcher,Karnataka,South,13.3699596,77.6832,10,17,2018,R
2230,ebird,Photo,Indian Paradise-Flycatcher,Karnataka,South,15.1659722,74.5205,10,18,2018,R
2231,ebird,comments,Indian Paradise-Flycatcher,Telangana,Central,17.3145,78.3290153,10,18,2018,W
2232,ebird,Photo,Indian Paradise-Flycatcher,Karnataka,South,15.1894126,74.5206,10,19,2018,W
2233,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,12.8603396,75.833617,10,19,2018,R
2234,ebird,Photo,Indian Paradise-Flycatcher,Karnataka,South,12.8537,77.5095,10,19,2018,W
2235,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,10.2986821,76.9696999,10,19,2018,R
2236,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,13.0172325,77.5705556,10,20,2018,R
2237,ebird,Photo,Indian Paradise-Flycatcher,Maharashtra,Central,18.375924,73.8139 ,10,20,2018,W
2238,ebird,comments,Indian Paradise-Flycatcher,Maharashtra,Central,18.4924421,73.009444,10,21,2018,R
2239,ebird,comments,Indian Paradise-Flycatcher,Maharashtra,Central,17.3145058,73.63427,10,21,2018,W
2240,ebird,Photo,Indian Paradise-Flycatcher,Tamil Nadu,South,12.1041609,79.0532,10,21,2018,R
2241,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,13.0802,77.5713301,10,23,2018,W
2242,ebird,comments,Indian Paradise-Flycatcher,Maharashtra,Central,18.375924,73.7944052,10,23,2018,R
2243,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,13.0802175,77.6100826,10,24,2018,R
2244,ebird,comments,Indian Paradise-Flycatcher,Kerala,South,12.3083893,75.094355,10,24,2018,W
2245,ebird,comments,Indian Paradise-Flycatcher,Madhya Pradesh,Central,21.5282,75.694815,10,24,2018,W
2246,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,13.0205556,80.253507,10,24,2018,W
2247,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,13.0802,77.5713301,10,25,2018,W
2248,Inaturalist,Photo,Indian Paradise-Flycatcher,Karnataka,South,12.7498,74.970632,10,26,2018,W
2249,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,10.1323737,79.8262946,10,26,2018,R
2250,ebird,Photo,Indian Paradise-Flycatcher,Telangana,Central,15.4980769,78.7278 ,10,26,2018,W
2251,ebird,Photo,Indian Paradise-Flycatcher,Karnataka,South,13.0172325,77.5706,10,27,2018,W
2252,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,13.0799,77.5713301,10,27,2018,W
2253,ebird,Photo,Indian Paradise-Flycatcher,Kerala,South,12.2907786,75.0944 ,10,27,2018,R
2254,ebird,Photo,Indian Paradise-Flycatcher,Kerala,South,12.294333,75.0944 ,10,27,2018,R
2255,ebird,comments,Indian Paradise-Flycatcher,Maharashtra,Central,19.058808,72.9374258,10,27,2018,I
2256,ebird,comments,Indian Paradise-Flycatcher,Maharashtra,Central,17.3145058,73.7437452,10,27,2018,R
2257,ebird,Photo,Indian Paradise-Flycatcher,Tamil Nadu,South,11.3571024,77.042 ,10,27,2018,R
2258,ebird,Photo,Indian Paradise-Flycatcher,Telangana,Central,15.4596727,78.729 ,10,27,2018,W
2259,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,15.1192,74.5205855,10,28,2018,W
2260,ebird,comments,Indian Paradise-Flycatcher,Maharashtra,Central,18.3799,72.8958515,10,28,2018,W
2261,ebird,comments,Indian Paradise-Flycatcher,Maharashtra,Central,18.8897,72.9629463,10,28,2018,R
2262,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,15.1314,74.5205855,10,29,2018,W
2263,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,13.0172,77.5671418,10,30,2018,W
2264,ebird,Photo,Indian Paradise-Flycatcher,Maharashtra,Central,17.4164,73.7559,10,30,2018,W
2265,ebird,Photo,Indian Paradise-Flycatcher,Maharashtra,Central,17.599876,73.7714 ,10,30,2018,I
2266,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,13.337878,74.7955334,10,31,2018,R
2267,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,12.878,77.490902,10,31,2018,R
2268,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,13.0172325,77.5705556,10,31,2018,R
2269,Fb,Photo,Indian Paradise-Flycatcher,Kerala,South,8.623387,77.135687,10,31,2018,W
2270,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,10.874,79.2872143,10,31,2018,R
2271,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,12.797,74.9233326,11,1,2018,R
2272,ebird,Photo,Indian Paradise-Flycatcher,Karnataka,South,12.9995,77.5671 ,11,1,2018,W
2273,ebird,Photo,Indian Paradise-Flycatcher,Kerala,South,10.0517898,76.3394,11,1,2018,R
2274,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,13.0172325,77.5705556,11,2,2018,W
2275,Inaturalist,Photo,Indian Paradise-Flycatcher,Kerala,South,9.4398,76.500328,11,2,2018,R
2276,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,10.2891,76.8548504,11,2,2018,W
2277,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,13.0172,77.5671418,11,3,2018,W
2278,ebird,Photo,Indian Paradise-Flycatcher,Kerala,South,11.9384,75.3646 ,11,3,2018,W
2279,ebird,comments,Indian Paradise-Flycatcher,Maharashtra,Central,19.1279,72.9457598,11,3,2018,W
2280,ebird,comments,Indian Paradise-Flycatcher,Andhra Pradesh,South,13.372,78.4587093,11,4,2018,W
2281,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,13.0172325,77.5705556,11,4,2018,W
2282,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,13.0206,77.5798161,11,4,2018,W
2283,ebird,Photo,Indian Paradise-Flycatcher,Karnataka,South,13.0172325,77.5706 ,11,4,2018,W
2284,ebird,comments,Indian Paradise-Flycatcher,Maharashtra,Central,19.1279,72.9457598,11,4,2018,W
2285,ebird,comments,Indian Paradise-Flycatcher,Maharashtra,Central,17.5211,73.7714016,11,4,2018,W
2286,ebird,Photo,Indian Paradise-Flycatcher,Sri Lanka,Sri Lanka,5.9758,80.3159 ,11,4,2018,W
2287,ebird,Photo,Indian Paradise-Flycatcher,Tamil Nadu,South,11.9384,79.7701 ,11,4,2018,I
2288,ebird,comments,Indian Paradise-Flycatcher,Kerala,South,10.4717233,76.2845135,11,5,2018,R
2289,ebird,Photo,Indian Paradise-Flycatcher,Kerala,South,10.616315,76.4776 ,11,5,2018,W
2290,ebird,comments,Indian Paradise-Flycatcher,Kerala,South,10.7009,76.6687962,11,6,2018,W
2291,ebird,Photo,Indian Paradise-Flycatcher,Kerala,South,8.5476447,76.821,11,6,2018,W
2292,ebird,Photo,Indian Paradise-Flycatcher,Tamil Nadu,South,11.9384,79.7701,11,6,2018,R
2293,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,12.9756219,80.2380896,11,6,2018,W
2294,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,12.9934,80.2380896,11,6,2018,W
2295,ebird,Photo,Indian Paradise-Flycatcher,Karnataka,South,13.37,77.6832 ,11,7,2018,W
2296,ebird,comments,Indian Paradise-Flycatcher,Kerala,South,10.1098,76.6871157,11,7,2018,R
2297,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,13.0172,77.5671418,11,8,2018,W
2298,ebird,Photo,Indian Paradise-Flycatcher,Karnataka,South,12.3096,76.6559 ,11,8,2018,W
2299,ebird,Photo,Indian Paradise-Flycatcher,Karnataka,South,12.9207554,77.5088 ,11,8,2018,W
2300,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,13.0087601,77.5671418,11,9,2018,R
2301,ebird,comments,Indian Paradise-Flycatcher,Maharashtra,Central,18.4759126,73.271642,11,10,2018,W
2302,ebird,Photo,Indian Paradise-Flycatcher,Karnataka,South,13.15547,77.1507,11,11,2018,W
2303,ebird,Photo,Indian Paradise-Flycatcher,Karnataka,South,12.8537,77.5097,11,11,2018,W
2304,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,13.0172325,77.5671418,11,11,2018,W
2305,ebird,Photo,Indian Paradise-Flycatcher,Karnataka,South,13.3366,74.7955 ,11,11,2018,W
2306,ebird,Photo,Indian Paradise-Flycatcher,Karnataka,South,12.75,77.5769 ,11,11,2018,R
2307,ebird,Photo,Indian Paradise-Flycatcher,Kerala,South,11.9023,75.4033 ,11,11,2018,R
2308,ebird,Photo,Indian Paradise-Flycatcher,Maharashtra,Central,18.5248642,72.9136,11,11,2018,R
2309,ebird,Photo,Indian Paradise-Flycatcher,Gujarat,Central,20.3042024,70.4914 ,11,13,2018,W
2310,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,13.0088,77.5671418,11,13,2018,R
2311,ebird,Photo,Indian Paradise-Flycatcher,Kerala,South,9.4602587,76.524 ,11,13,2018,W
2312,ebird,comments,Indian Paradise-Flycatcher,Maharashtra,Central,18.5248642,72.913599,11,13,2018,W
2313,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,11.52817,77.185273,11,13,2018,R
2314,ebird,Photo,Indian Paradise-Flycatcher,Kerala,South,11.0571,76.1022,11,16,2018,R
2315,ebird,Photo,Indian Paradise-Flycatcher,Kerala,South,11.0571364,76.3183,11,16,2018,W
2316,ebird,comments,Indian Paradise-Flycatcher,Maharashtra,Central,18.379859,73.8909621,11,16,2018,W
2317,ebird,Photo,Indian Paradise-Flycatcher,Karnataka,South,12.9207554,77.5088 ,11,17,2018,W
2318,ebird,Photo,Indian Paradise-Flycatcher,Karnataka,South,15.1947,74.5206,11,18,2018,W
2319,Fb,Photo,Indian Paradise-Flycatcher,Karnataka,South,12.9995399,77.5671,11,18,2018,W
2320,OBI,Photo,Indian Paradise-Flycatcher,Karnataka,South,29.352276,77.567128,11,18,2018,W
2321,ebird,Photo,Indian Paradise-Flycatcher,Karnataka,South,14.375932,74.1045 ,11,18,2018,W
2322,ebird,Photo,Indian Paradise-Flycatcher,Kerala,South,10.7895295,76.3807,11,18,2018,R
2323,ebird,Photo,Indian Paradise-Flycatcher,Kerala,South,10.8057251,76.3498 ,11,18,2018,R
2324,ebird,Photo,Indian Paradise-Flycatcher,Kerala,South,8.6895118,76.5466 ,11,18,2018,I
2325,ebird,comments,Indian Paradise-Flycatcher,Maharashtra,Central,18.9633,72.8249466,11,18,2018,R
2326,ebird,Photo,Indian Paradise-Flycatcher,Tamil Nadu,South,11.9018518,77.6817,11,18,2018,W
2327,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,12.797,80.044359,11,18,2018,R
2328,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,13.0172325,77.5671418,11,19,2018,W
2329,ebird,Photo,Indian Paradise-Flycatcher,Kerala,South,9.4411087,76.9685 ,11,20,2018,W
2330,ebird,Photo,Indian Paradise-Flycatcher,Karnataka,South,12.9995,77.5671 ,11,21,2018,W
2331,ebird,Photo,Indian Paradise-Flycatcher,Karnataka,South,13.0771,77.5713 ,11,22,2018,W
2332,ebird,Photo,Indian Paradise-Flycatcher,Kerala,South,11.0571,76.103 ,11,22,2018,R
2333,ebird,Photo,Indian Paradise-Flycatcher,Tamil Nadu,South,11.6920789,78.2035 ,11,23,2018,W
2334,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,13.0206,77.5798161,11,24,2018,R
2335,ebird,comments,Indian Paradise-Flycatcher,Kerala,South,10.348837,76.120322,11,24,2018,W
2336,ebird,comments,Indian Paradise-Flycatcher,Maharashtra,Central,18.522534,73.530916,11,24,2018,W
2337,ebird,comments,Indian Paradise-Flycatcher,Maharashtra,Central,18.522534,73.5413132,11,24,2018,W
2338,ebird,comments,Indian Paradise-Flycatcher,Maharashtra,Central,18.522534,73.5414677,11,24,2018,W
2339,ebird,Photo,Indian Paradise-Flycatcher,Tamil Nadu,South,11.6956089,78.2722,11,24,2018,W
2340,ebird,Photo,Indian Paradise-Flycatcher,Telangana,Central,15.7894,77.8658 ,11,24,2018,R
2341,ebird,Photo,Indian Paradise-Flycatcher,Telangana,Central,15.460774,78.729 ,11,24,2018,W
2342,ebird,comments,Indian Paradise-Flycatcher,Kerala,South,9.3731,76.369502,11,25,2018,R
2343,ebird,Photo,Indian Paradise-Flycatcher,Maharashtra,Central,18.5248642,72.9136,11,25,2018,R
2344,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,12.1768,76.6119778,11,26,2018,I
2345,ebird,Photo,Indian Paradise-Flycatcher,Karnataka,South,12.2419,77.3748 ,11,26,2018,R
2346,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,12.1799821,76.6119778,11,27,2018,R
2347,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,13.0088,77.5671418,11,27,2018,R
2348,ebird,Photo,Indian Paradise-Flycatcher,Kerala,South,10.48359,76.2946 ,11,27,2018,R
2349,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,10.9053957,76.7391177,11,28,2018,R
2350,ebird,Photo,Indian Paradise-Flycatcher,Gujarat,Central,20.5054,70.5059 ,11,29,2018,W
2351,ebird,comments,Indian Paradise-Flycatcher,Telangana,Central,17.3145,78.4112497,11,30,2018,R
2352,ebird,Photo,Indian Paradise-Flycatcher,Karnataka,South,12.8537,77.5095,12,1,2018,W
2353,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,13.0799,77.5713301,12,1,2018,W
2354,ebird,Photo,Indian Paradise-Flycatcher,Karnataka,South,13.0172325,77.5706 ,12,1,2018,W
2355,ebird,Photo,Indian Paradise-Flycatcher,Odisha,East,19.385564,86.8637,12,1,2018,W
2356,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,9.0978,77.5621472,12,1,2018,R
2357,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,10.8832,79.2872143,12,1,2018,R
2358,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,13.0172325,77.5671418,12,2,2018,W
2359,ebird,Photo,Indian Paradise-Flycatcher,Kerala,South,10.8063073,76.6676,12,2,2018,R
2360,ebird,Photo,Indian Paradise-Flycatcher,Kerala,South,10.0518,76.3162 ,12,2,2018,W
2361,ebird,Photo,Indian Paradise-Flycatcher,Kerala,South,10.0517898,76.3394 ,12,2,2018,R
2362,ebird,comments,Indian Paradise-Flycatcher,Maharashtra,Central,18.7244466,72.9081917,12,2,2018,W
2363,ebird,Photo,Indian Paradise-Flycatcher,Maharashtra,Central,18.4547,72.9361,12,2,2018,W
2364,ebird,Photo,Indian Paradise-Flycatcher,Maharashtra,Central,18.3799,73.1231 ,12,2,2018,W
2365,ebird,Photo,Indian Paradise-Flycatcher,Maharashtra,Central,18.3799,73.1231 ,12,2,2018,W
2366,ebird,Photo,Indian Paradise-Flycatcher,Maharashtra,Central,19.3979539,74.7302 ,12,2,2018,W
2367,ebird,Photo,Indian Paradise-Flycatcher,Sri Lanka,Sri Lanka,7.6038,80.0224,12,2,2018,I
2368,ebird,Photo,Indian Paradise-Flycatcher,Sri Lanka,Sri Lanka,7.949637,80.0224 ,12,2,2018,W
2369,ebird,Photo,Indian Paradise-Flycatcher,Telangana,Central,15.460774,78.729,12,2,2018,W
2370,ebird,Photo,Indian Paradise-Flycatcher,Telangana,Central,15.460774,78.729 ,12,2,2018,W
2371,ebird,Photo,Indian Paradise-Flycatcher,Sri Lanka,Sri Lanka,6.9069,80.7601 ,12,3,2018,R
2372,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,11.8243216,77.1220118,12,4,2018,W
2373,ebird,Photo,Indian Paradise-Flycatcher,Kerala,South,10.8489,76.066,12,4,2018,R
2374,ebird,Photo,Indian Paradise-Flycatcher,Karnataka,South,13.329249,78.0012 ,12,5,2018,R
2375,ebird,comments,Indian Paradise-Flycatcher,Kerala,South,10.1128,76.6871157,12,5,2018,W
2376,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,13.0172325,77.5671418,12,6,2018,W
2377,ebird,Photo,Indian Paradise-Flycatcher,Karnataka,South,13.3365614,74.7955,12,7,2018,R
2378,ebird,Photo,Indian Paradise-Flycatcher,Karnataka,South,13.3366,74.7955 ,12,7,2018,R
2379,ebird,Photo,Indian Paradise-Flycatcher,Kerala,South,10.4504,76.2667 ,12,7,2018,W
2380,ebird,Photo,Indian Paradise-Flycatcher,Karnataka,South,13.0172325,77.5706 ,12,8,2018,I
2381,Inaturalist,Photo,Indian Paradise-Flycatcher,Maharashtra,Central,18.4172714,73.121919,12,8,2018,R
2382,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,13.0172325,77.5671418,12,9,2018,W
2383,ebird,Photo,Indian Paradise-Flycatcher,Kerala,South,10.0517898,76.3394 ,12,9,2018,R
2384,ebird,Photo,Indian Paradise-Flycatcher,Tamil Nadu,South,11.0606,76.7866 ,12,9,2018,R
2385,ebird,Photo,Indian Paradise-Flycatcher,Tamil Nadu,South,12.0892,79.0532,12,10,2018,I
2386,ebird,Photo,Indian Paradise-Flycatcher,Karnataka,South,15.2189892,74.5206 ,12,12,2018,W
2387,ebird,Photo,Indian Paradise-Flycatcher,Kerala,South,11.7773,75.3801,12,12,2018,R
2388,ebird,Photo,Indian Paradise-Flycatcher,Kerala,South,10.0518,76.3162 ,12,12,2018,W
2389,ebird,comments,Indian Paradise-Flycatcher,Kerala,South,12.4259,75.0269973,12,13,2018,W
2390,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,13.09399,75.125361,12,14,2018,R
2391,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,12.2698754,77.1511667,12,14,2018,R
2392,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,13.37,77.6810123,12,14,2018,W
2393,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,13.0857318,77.4454594,12,15,2018,W
2394,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,12.8537,77.5157711,12,15,2018,R
2395,OBI,Photo,Indian Paradise-Flycatcher,Kerala,South,29.3523,76.687129,12,15,2018,R
2396,ebird,Photo,Indian Paradise-Flycatcher,Maharashtra,Central,18.3799,73.1234,12,15,2018,W
2397,ebird,Photo,Indian Paradise-Flycatcher,Maharashtra,Central,18.3799,73.7968,12,15,2018,R
2398,ebird,Photo,Indian Paradise-Flycatcher,Maharashtra,Central,15.4418498,74.1116,12,15,2018,I
2399,ebird,Photo,Indian Paradise-Flycatcher,Maharashtra,Central,18.3799,72.8726 ,12,15,2018,W
2400,ebird,Photo,Indian Paradise-Flycatcher,Tamil Nadu,South,12.5497462,77.6368 ,12,15,2018,W
2401,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,13.0172325,77.5671418,12,16,2018,W
2402,ebird,Photo,Indian Paradise-Flycatcher,Kerala,South,11.2757,76.0821,12,16,2018,R
2403,ebird,comments,Indian Paradise-Flycatcher,Maharashtra,Central,18.522534,72.913599,12,16,2018,R
2404,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,13.0857318,74.9884126,12,17,2018,R
2405,ebird,Photo,Indian Paradise-Flycatcher,Kerala,South,11.2758,76.2436,12,17,2018,W
2406,ebird,Photo,Indian Paradise-Flycatcher,Kerala,South,11.2758,76.2436 ,12,17,2018,W
2407,ebird,comments,Indian Paradise-Flycatcher,Maharashtra,Central,19.0877907,73.264761,12,17,2018,W
2408,ebird,Photo,Indian Paradise-Flycatcher,Karnataka,South,11.8984865,76.2563,12,18,2018,R
2409,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,13.0120529,77.5671418,12,18,2018,R
