source,documentation,COMMON.NAME,SAMPLING.EVENT.IDENTIFIER,morph,aberration,int_rating
eBird,Photo,Indian Paradise-Flycatcher,S137314007,W,,
eBird,Photo,Indian Paradise-Flycatcher,S129262403,W,,
eBird,Photo,Indian Paradise-Flycatcher,S129062488,W,,
eBird,Photo,Indian Paradise-Flycatcher,S129298252,W,,
eBird,Photo,Indian Paradise-Flycatcher,S129261540,W,,
eBird,Photo,Indian Paradise-Flycatcher,S129416216,W,,
eBird,Photo,Indian Paradise-Flycatcher,S129341581,W,,
eBird,Photo,Indian Paradise-Flycatcher,S129349842,W,,
eBird,Photo,Indian Paradise-Flycatcher,S129411300,R,,
eBird,Photo,Indian Paradise-Flycatcher,S129411300,W,,
eBird,Photo,Indian Paradise-Flycatcher,S129413305,W,,
eBird,Photo,Indian Paradise-Flycatcher,S129482345,I,,4
eBird,Photo,Indian Paradise-Flycatcher,S129485267,W,,
eBird,Photo,Indian Paradise-Flycatcher,S129490436,W,,
eBird,Photo,Indian Paradise-Flycatcher,S129552029,W,,
eBird,Photo,Indian Paradise-Flycatcher,S129667928,I,,2
eBird,Photo,Indian Paradise-Flycatcher,S129574809,R,,
eBird,Photo,Indian Paradise-Flycatcher,S129647220,R,,
eBird,Photo,Indian Paradise-Flycatcher,S129549268,R,,
eBird,Photo,Indian Paradise-Flycatcher,S129559884,W,,
eBird,Photo,Indian Paradise-Flycatcher,S129659250,R,,
eBird,Photo,Indian Paradise-Flycatcher,S129885969,R,,
eBird,Photo,Indian Paradise-Flycatcher,S129656671,R,,
eBird,Photo,Indian Paradise-Flycatcher,S129658933,R,,
eBird,Photo,Indian Paradise-Flycatcher,S129664087,R,,
eBird,Photo,Indian Paradise-Flycatcher,S129966653,W,,
eBird,Photo,Indian Paradise-Flycatcher,S129970833,W,,
eBird,Photo,Indian Paradise-Flycatcher,S129666392,W,,
eBird,Photo,Indian Paradise-Flycatcher,S129755947,R,,
eBird,Photo,Indian Paradise-Flycatcher,S129929135,W,,
eBird,Photo,Indian Paradise-Flycatcher,S130793605,R,,
eBird,Photo,Indian Paradise-Flycatcher,S129891139,W,,
eBird,Photo,Indian Paradise-Flycatcher,S130037928,R,,
eBird,Photo,Indian Paradise-Flycatcher,S130793459,W,,
eBird,Photo,Indian Paradise-Flycatcher,S168267124,R,,
eBird,Photo,Indian Paradise-Flycatcher,S130793436,R,,
eBird,Photo,Indian Paradise-Flycatcher,S168267124,W,,
eBird,Photo,Indian Paradise-Flycatcher,S130191042,W,,
eBird,Photo,Indian Paradise-Flycatcher,S150406706,W,,
eBird,Photo,Indian Paradise-Flycatcher,S205572515,R,,
eBird,Photo,Indian Paradise-Flycatcher,S206330287,W,,
eBird,Photo,Indian Paradise-Flycatcher,S156408592,W,,
eBird,Photo,Indian Paradise-Flycatcher,S130882573,W,,
eBird,Photo,Indian Paradise-Flycatcher,S152543411,W,,
eBird,Photo,Indian Paradise-Flycatcher,S139334361,W,,
eBird,Photo,Indian Paradise-Flycatcher,S131258194,W,,
eBird,Photo,Indian Paradise-Flycatcher,S133308906,W,,
eBird,Photo,Indian Paradise-Flycatcher,S131498035,W,,
eBird,Photo,Indian Paradise-Flycatcher,S132272899,W,,
eBird,Photo,Indian Paradise-Flycatcher,S131832919,W,,
eBird,Photo,Indian Paradise-Flycatcher,S132452893,W,,
eBird,Photo,Indian Paradise-Flycatcher,S132039266,R,,
eBird,Photo,Indian Paradise-Flycatcher,S154619829,R,,
eBird,Photo,Indian Paradise-Flycatcher,S132034986,R,,
eBird,Photo,Indian Paradise-Flycatcher,S132039266,W,,
eBird,Photo,Indian Paradise-Flycatcher,S132198179,I,,3
eBird,Photo,Indian Paradise-Flycatcher,S132453566,R,,
eBird,Photo,Indian Paradise-Flycatcher,S153563525,W,,
eBird,Photo,Indian Paradise-Flycatcher,S133276626,W,,
eBird,Photo,Indian Paradise-Flycatcher,S213585731,W,,
eBird,Photo,Indian Paradise-Flycatcher,S142324291,W,,
eBird,Photo,Indian Paradise-Flycatcher,S133610002,R,,
eBird,Photo,Indian Paradise-Flycatcher,S133477931,R,,
eBird,Photo,Indian Paradise-Flycatcher,S208406747,R,,
eBird,Photo,Indian Paradise-Flycatcher,S134938028,W,,
eBird,Photo,Indian Paradise-Flycatcher,S134938028,W,,
eBird,Photo,Indian Paradise-Flycatcher,S133775761,W,,
eBird,Photo,Indian Paradise-Flycatcher,S138184119,W,,
eBird,Photo,Indian Paradise-Flycatcher,S134937779,W,,
eBird,Photo,Indian Paradise-Flycatcher,S138432261,W,,
eBird,Photo,Indian Paradise-Flycatcher,S136574818,W,,
eBird,Photo,Indian Paradise-Flycatcher,S134247687,R,,
eBird,Photo,Indian Paradise-Flycatcher,S134582931,W,,
eBird,Photo,Indian Paradise-Flycatcher,S153825711,W,,
eBird,Photo,Indian Paradise-Flycatcher,S138434797,W,,
eBird,Photo,Indian Paradise-Flycatcher,S134449398,W,,
eBird,Photo,Indian Paradise-Flycatcher,S134435106,W,,
eBird,Photo,Indian Paradise-Flycatcher,S161243174,R,,
eBird,Photo,Indian Paradise-Flycatcher,S139854296,R,,
eBird,Photo,Indian Paradise-Flycatcher,S161243174,W,,
eBird,Photo,Indian Paradise-Flycatcher,S134819749,R,,
eBird,Photo,Indian Paradise-Flycatcher,S134680175,W,,
eBird,Photo,Indian Paradise-Flycatcher,S134822864,W,,
eBird,Photo,Indian Paradise-Flycatcher,S134686396,W,,
eBird,Photo,Indian Paradise-Flycatcher,S134694175,W,,
eBird,Photo,Indian Paradise-Flycatcher,S135820670,R,,
eBird,Photo,Indian Paradise-Flycatcher,S134933462,R,,
eBird,Photo,Indian Paradise-Flycatcher,S135891685,R,,
eBird,Photo,Indian Paradise-Flycatcher,S135141599,W,,
eBird,Photo,Indian Paradise-Flycatcher,S135506808,R,,
eBird,Photo,Indian Paradise-Flycatcher,S135655986,W,,
eBird,Photo,Indian Paradise-Flycatcher,S135513977,W,,
eBird,Photo,Indian Paradise-Flycatcher,S135363674,W,,
eBird,Photo,Indian Paradise-Flycatcher,S136733694,W,,
eBird,Photo,Indian Paradise-Flycatcher,S136733426,W,,
eBird,Photo,Indian Paradise-Flycatcher,S136115874,W,,
eBird,Photo,Indian Paradise-Flycatcher,S135651831,W,,
eBird,Photo,Indian Paradise-Flycatcher,S135893739,R,,
eBird,Photo,Indian Paradise-Flycatcher,S148583952,W,,
eBird,Photo,Indian Paradise-Flycatcher,S135924807,W,,
eBird,Photo,Indian Paradise-Flycatcher,S135771672,W,,
eBird,Photo,Indian Paradise-Flycatcher,S136404406,W,,
eBird,Photo,Indian Paradise-Flycatcher,S136123840,W,,
eBird,Photo,Indian Paradise-Flycatcher,S136001353,W,,
eBird,Photo,Indian Paradise-Flycatcher,S136157790,R,,
eBird,Photo,Indian Paradise-Flycatcher,S150457847,R,,
eBird,Photo,Indian Paradise-Flycatcher,S136402796,R,,
eBird,Photo,Indian Paradise-Flycatcher,S138329423,R,,
eBird,Photo,Indian Paradise-Flycatcher,S136401070,R,,
eBird,Photo,Indian Paradise-Flycatcher,S136792113,W,,
eBird,Photo,Indian Paradise-Flycatcher,S136406641,W,,
eBird,Photo,Indian Paradise-Flycatcher,S136613059,W,,
eBird,Photo,Indian Paradise-Flycatcher,S150211795,W,,
eBird,Photo,Indian Paradise-Flycatcher,S149623821,W,,
eBird,Photo,Indian Paradise-Flycatcher,S149623821,W,,
eBird,Photo,Indian Paradise-Flycatcher,S149623268,W,,
eBird,Photo,Indian Paradise-Flycatcher,S137174406,W,,
eBird,Photo,Indian Paradise-Flycatcher,S166846843,W,,
eBird,Photo,Indian Paradise-Flycatcher,S136873448,W,,
eBird,Photo,Indian Paradise-Flycatcher,S137066886,W,,
eBird,Photo,Indian Paradise-Flycatcher,S137174673,I,,1
eBird,Photo,Indian Paradise-Flycatcher,S137456318,W,,
eBird,Photo,Indian Paradise-Flycatcher,S137313023,W,,
eBird,Photo,Indian Paradise-Flycatcher,S137609544,R,,
eBird,Photo,Indian Paradise-Flycatcher,S137686905,R,,
eBird,Photo,Indian Paradise-Flycatcher,S137686905,R,,
eBird,Photo,Indian Paradise-Flycatcher,S137609530,R,,
eBird,Photo,Indian Paradise-Flycatcher,S137956352,W,,
eBird,Photo,Indian Paradise-Flycatcher,S137609530,W,,
eBird,Photo,Indian Paradise-Flycatcher,S150625337,W,,
eBird,Photo,Indian Paradise-Flycatcher,S138212071,I,,1
eBird,Photo,Indian Paradise-Flycatcher,S138202430,R,,
eBird,Photo,Indian Paradise-Flycatcher,S138204183,R,,
eBird,Photo,Indian Paradise-Flycatcher,S138206908,W,,
eBird,Photo,Indian Paradise-Flycatcher,S142144839,R,,
eBird,Photo,Indian Paradise-Flycatcher,S138456361,R,,
eBird,Photo,Indian Paradise-Flycatcher,S138453112,W,,
eBird,Photo,Indian Paradise-Flycatcher,S138795205,I,,2
eBird,Photo,Indian Paradise-Flycatcher,S138625958,R,,
eBird,Photo,Indian Paradise-Flycatcher,S138623570,W,,
eBird,Photo,Indian Paradise-Flycatcher,S138961309,W,,
eBird,Photo,Indian Paradise-Flycatcher,S139043789,W,,
eBird,Photo,Indian Paradise-Flycatcher,S138934410,W,,
eBird,Photo,Indian Paradise-Flycatcher,S140237651,I,,2
eBird,Photo,Indian Paradise-Flycatcher,S140420650,W,,
eBird,Photo,Indian Paradise-Flycatcher,S139266035,W,,
eBird,Photo,Indian Paradise-Flycatcher,S139984115,R,,
eBird,Photo,Indian Paradise-Flycatcher,S139544666,R,,
eBird,Photo,Indian Paradise-Flycatcher,S139399123,R,,
eBird,Photo,Indian Paradise-Flycatcher,S139984115,W,,
eBird,Photo,Indian Paradise-Flycatcher,S139420151,W,,
eBird,Photo,Indian Paradise-Flycatcher,S139610671,R,,
eBird,Photo,Indian Paradise-Flycatcher,S139610198,R,,
eBird,Photo,Indian Paradise-Flycatcher,S139548722,R,,
eBird,Photo,Indian Paradise-Flycatcher,S139569232,W,,
eBird,Photo,Indian Paradise-Flycatcher,S139548722,W,,
eBird,Photo,Indian Paradise-Flycatcher,S139859480,R,,
eBird,Photo,Indian Paradise-Flycatcher,S140588500,W,,
eBird,Photo,Indian Paradise-Flycatcher,S141067426,W,,
eBird,Photo,Indian Paradise-Flycatcher,S141066338,W,,
eBird,Photo,Indian Paradise-Flycatcher,S139985020,W,,
eBird,Photo,Indian Paradise-Flycatcher,S140278901,I,,1
eBird,Photo,Indian Paradise-Flycatcher,S140312421,W,,
eBird,Photo,Indian Paradise-Flycatcher,S140280676,W,,
eBird,Photo,Indian Paradise-Flycatcher,S140562405,R,,
eBird,Photo,Indian Paradise-Flycatcher,S140419191,R,,
eBird,Photo,Indian Paradise-Flycatcher,S140554910,R,,
eBird,Photo,Indian Paradise-Flycatcher,S141729729,W,,
eBird,Photo,Indian Paradise-Flycatcher,S140764319,R,,
eBird,Photo,Indian Paradise-Flycatcher,S140760802,R,,
eBird,Photo,Indian Paradise-Flycatcher,S140949537,I,,2
eBird,Photo,Indian Paradise-Flycatcher,S143200116,R,,
eBird,Photo,Indian Paradise-Flycatcher,S143200116,W,,
eBird,Photo,Indian Paradise-Flycatcher,S140956372,R,,
eBird,Photo,Indian Paradise-Flycatcher,S140956527,R,,
eBird,Photo,Indian Paradise-Flycatcher,S140990493,W,,
eBird,Photo,Indian Paradise-Flycatcher,S141088081,I,,3
eBird,Photo,Indian Paradise-Flycatcher,S141054344,W,,
eBird,Photo,Indian Paradise-Flycatcher,S141082151,W,,
eBird,Photo,Indian Paradise-Flycatcher,S141178563,W,,
eBird,Photo,Indian Paradise-Flycatcher,S141350454,W,,
eBird,Photo,Indian Paradise-Flycatcher,S141441047,R,,
eBird,Photo,Indian Paradise-Flycatcher,S141522001,W,,
eBird,Photo,Indian Paradise-Flycatcher,S141508417,W,,
eBird,Photo,Indian Paradise-Flycatcher,S141599117,W,,
eBird,Photo,Indian Paradise-Flycatcher,S141905201,W,,
eBird,Photo,Indian Paradise-Flycatcher,S150454469,R,,
eBird,Photo,Indian Paradise-Flycatcher,S142037012,W,,
eBird,Photo,Indian Paradise-Flycatcher,S141908415,W,,
eBird,Photo,Indian Paradise-Flycatcher,S141902341,W,,
eBird,Photo,Indian Paradise-Flycatcher,S142055463,W,,
eBird,Photo,Indian Paradise-Flycatcher,S142451844,W,,
eBird,Photo,Indian Paradise-Flycatcher,S142238315,W,,
eBird,Photo,Indian Paradise-Flycatcher,S142351324,W,,
eBird,Photo,Indian Paradise-Flycatcher,S142351252,W,,
eBird,Photo,Indian Paradise-Flycatcher,S142416078,W,,
eBird,Photo,Indian Paradise-Flycatcher,S142355296,W,,
eBird,Photo,Indian Paradise-Flycatcher,S142418907,W,,
eBird,Photo,Indian Paradise-Flycatcher,S142417359,W,,
eBird,Photo,Indian Paradise-Flycatcher,S142417518,W,,
eBird,Photo,Indian Paradise-Flycatcher,S142504916,R,,
eBird,Photo,Indian Paradise-Flycatcher,S142504916,W,,
eBird,Photo,Indian Paradise-Flycatcher,S142680988,W,,
eBird,Photo,Indian Paradise-Flycatcher,S142742794,R,,
eBird,Photo,Indian Paradise-Flycatcher,S142842223,R,,
eBird,Photo,Indian Paradise-Flycatcher,S143708061,W,,
eBird,Photo,Indian Paradise-Flycatcher,S145725543,R,,
eBird,Photo,Indian Paradise-Flycatcher,S143109556,R,,
eBird,Photo,Indian Paradise-Flycatcher,S143302361,W,,
eBird,Photo,Indian Paradise-Flycatcher,S149467569,W,,
eBird,Photo,Indian Paradise-Flycatcher,S143204921,W,,
eBird,Photo,Indian Paradise-Flycatcher,S143338730,I,,1
eBird,Photo,Indian Paradise-Flycatcher,S143309800,R,,
eBird,Photo,Indian Paradise-Flycatcher,S143511974,W,,
eBird,Photo,Indian Paradise-Flycatcher,S145247982,R,,
eBird,Photo,Indian Paradise-Flycatcher,S143882820,R,,
eBird,Photo,Indian Paradise-Flycatcher,S143976765,W,,
eBird,Photo,Indian Paradise-Flycatcher,S144575321,W,,
eBird,Photo,Indian Paradise-Flycatcher,S144610717,R,,
eBird,Photo,Indian Paradise-Flycatcher,S145260119,R,,
eBird,Photo,Indian Paradise-Flycatcher,S147450500,I,,3
eBird,Photo,Indian Paradise-Flycatcher,S145401604,R,,
eBird,Photo,Indian Paradise-Flycatcher,S148432705,W,,
eBird,Photo,Indian Paradise-Flycatcher,S146158025,W,,
eBird,Photo,Indian Paradise-Flycatcher,S152674057,R,,
eBird,Photo,Indian Paradise-Flycatcher,S150194265,R,,
eBird,Photo,Indian Paradise-Flycatcher,S147114117,R,,
eBird,Photo,Indian Paradise-Flycatcher,S147965889,R,,
eBird,Photo,Indian Paradise-Flycatcher,S149496170,W,,
eBird,Photo,Indian Paradise-Flycatcher,S149910170,W,,
eBird,Photo,Indian Paradise-Flycatcher,S154784366,W,,
eBird,Photo,Indian Paradise-Flycatcher,S150619724,R,,
eBird,Photo,Indian Paradise-Flycatcher,S150854913,W,,
eBird,Photo,Indian Paradise-Flycatcher,S150849374,W,,
eBird,Photo,Indian Paradise-Flycatcher,S150919991,W,,
eBird,Photo,Indian Paradise-Flycatcher,S151181833,W,,
eBird,Photo,Indian Paradise-Flycatcher,S151316205,W,,
eBird,Photo,Indian Paradise-Flycatcher,S151715851,W,,
eBird,Photo,Indian Paradise-Flycatcher,S151571675,R,,
eBird,Photo,Indian Paradise-Flycatcher,S151520429,W,,
eBird,Photo,Indian Paradise-Flycatcher,S151521592,W,,
eBird,Photo,Indian Paradise-Flycatcher,S151519509,W,,
eBird,Photo,Indian Paradise-Flycatcher,S152585253,R,,
eBird,Photo,Indian Paradise-Flycatcher,S151769484,R(D),,
eBird,Photo,Indian Paradise-Flycatcher,S151673684,W,,
eBird,Photo,Indian Paradise-Flycatcher,S151769484,W,,
eBird,Photo,Indian Paradise-Flycatcher,S151769484,W,,
eBird,Photo,Indian Paradise-Flycatcher,S151850849,W,,
eBird,Photo,Indian Paradise-Flycatcher,S151857081,W,,
eBird,Photo,Indian Paradise-Flycatcher,S152000388,R,,
eBird,Photo,Indian Paradise-Flycatcher,S151987090,R,,
eBird,Photo,Indian Paradise-Flycatcher,S152021269,W,,
eBird,Photo,Indian Paradise-Flycatcher,S152080175,I,,2
eBird,Photo,Indian Paradise-Flycatcher,S152381643,I,,3
eBird,Photo,Indian Paradise-Flycatcher,S152133545,R,,
eBird,Photo,Indian Paradise-Flycatcher,S162890801,W,,
eBird,Photo,Indian Paradise-Flycatcher,S154431893,W,,
eBird,Photo,Indian Paradise-Flycatcher,S152129952,W,,
eBird,Photo,Indian Paradise-Flycatcher,S152158892,W,,
eBird,Photo,Indian Paradise-Flycatcher,S152325523,W,,
eBird,Photo,Indian Paradise-Flycatcher,S152180612,W,,
eBird,Photo,Indian Paradise-Flycatcher,S152132867,W,,
eBird,Photo,Indian Paradise-Flycatcher,S152458849,R,,
eBird,Photo,Indian Paradise-Flycatcher,S152260450,R,,
eBird,Photo,Indian Paradise-Flycatcher,S152443734,W,,
eBird,Photo,Indian Paradise-Flycatcher,S152513971,W,,
eBird,Photo,Indian Paradise-Flycatcher,S152264607,W,,
eBird,Photo,Indian Paradise-Flycatcher,S152388398,W,,
eBird,Photo,Indian Paradise-Flycatcher,S152516312,R,,
eBird,Photo,Indian Paradise-Flycatcher,S152522309,R,,
eBird,Photo,Indian Paradise-Flycatcher,S152517995,R,,
eBird,Photo,Indian Paradise-Flycatcher,S152516312,W,,
eBird,Photo,Indian Paradise-Flycatcher,S152536587,W,,
eBird,Photo,Indian Paradise-Flycatcher, S152517995,W,,
eBird,Photo,Indian Paradise-Flycatcher,S152588160,R,,
eBird,Photo,Indian Paradise-Flycatcher,S152586043,W,,
eBird,Photo,Indian Paradise-Flycatcher,S152805669,W,,
eBird,Photo,Indian Paradise-Flycatcher,S152733102,W,,
eBird,Photo,Indian Paradise-Flycatcher,S152717212,W,,
eBird,Photo,Indian Paradise-Flycatcher,S152714379,W,,
eBird,Photo,Indian Paradise-Flycatcher,S152799571,R,,
eBird,Photo,Indian Paradise-Flycatcher,S153036647,R,,
eBird,Photo,Indian Paradise-Flycatcher,S152792047,W,,
eBird,Photo,Indian Paradise-Flycatcher,S152801463,W,,
eBird,Photo,Indian Paradise-Flycatcher,S152947149,R,,
eBird,Photo,Indian Paradise-Flycatcher,S153015674,I,,1
eBird,Photo,Indian Paradise-Flycatcher,S153026838,I,,3
eBird,Photo,Indian Paradise-Flycatcher,S153379951,W,,
eBird,Photo,Indian Paradise-Flycatcher,S153026838,W,,
eBird,Photo,Indian Paradise-Flycatcher,S153514797,W,,
eBird,Photo,Indian Paradise-Flycatcher,S153075017,I,,3
eBird,Photo,Indian Paradise-Flycatcher,S153075508,I,,5
eBird,Photo,Indian Paradise-Flycatcher,S153086545,R,,
eBird,Photo,Indian Paradise-Flycatcher,S153135606,I,,3
eBird,Photo,Indian Paradise-Flycatcher,S153382545,I,,2
eBird,Photo,Indian Paradise-Flycatcher,S153135115,R,,
eBird,Photo,Indian Paradise-Flycatcher,S153214395,W,,
eBird,Photo,Indian Paradise-Flycatcher,S153142226,W,,
eBird,Photo,Indian Paradise-Flycatcher,S153234220,I,,2
eBird,Photo,Indian Paradise-Flycatcher,S153222185,W,,
eBird,Photo,Indian Paradise-Flycatcher,S153220543,W,,
eBird,Photo,Indian Paradise-Flycatcher,S153319343,R,,
eBird,Photo,Indian Paradise-Flycatcher,S156410774,W,,
eBird,Photo,Indian Paradise-Flycatcher,S153301072,W,,
eBird,Photo,Indian Paradise-Flycatcher,S154482354,W,,
eBird,Photo,Indian Paradise-Flycatcher,S153472140,R,,
eBird,Photo,Indian Paradise-Flycatcher,S153508815,W,,
eBird,Photo,Indian Paradise-Flycatcher,S153588400,R,,
eBird,Photo,Indian Paradise-Flycatcher,S153563438,W,,
eBird,Photo,Indian Paradise-Flycatcher,S153628938,W,,
eBird,Photo,Indian Paradise-Flycatcher,S153682859,W,,
eBird,Photo,Indian Paradise-Flycatcher,S153639446,W,,
eBird,Photo,Indian Paradise-Flycatcher,S153688652,W,,
eBird,Photo,Indian Paradise-Flycatcher,S153781285,I,,1
eBird,Photo,Indian Paradise-Flycatcher,S153933019,R,,
eBird,Photo,Indian Paradise-Flycatcher,S153879717,R,,
eBird,Photo,Indian Paradise-Flycatcher,S153788357,W,,
eBird,Photo,Indian Paradise-Flycatcher,S154007647,R,,
eBird,Photo,Indian Paradise-Flycatcher,S153993890,W,,
eBird,Photo,Indian Paradise-Flycatcher,S153993891,W,,
eBird,Photo,Indian Paradise-Flycatcher,S154048449,R,,
eBird,Photo,Indian Paradise-Flycatcher,S154267954,W,,
eBird,Photo,Indian Paradise-Flycatcher,S154057438,W,,
eBird,Photo,Indian Paradise-Flycatcher,S154604601,R,,
eBird,Photo,Indian Paradise-Flycatcher,S192381657,W,,
eBird,Photo,Indian Paradise-Flycatcher,S154193989,R,,
eBird,Photo,Indian Paradise-Flycatcher,S154193989,W,,
eBird,Photo,Indian Paradise-Flycatcher,S154267150,W,,
eBird,Photo,Indian Paradise-Flycatcher,S154359626,W,,
eBird,Photo,Indian Paradise-Flycatcher,S154566114,W,,
eBird,Photo,Indian Paradise-Flycatcher,S154424455,W,,
eBird,Photo,Indian Paradise-Flycatcher,S154360269,W,,
eBird,Photo,Indian Paradise-Flycatcher,S163311741,W,,
eBird,Photo,Indian Paradise-Flycatcher,S154488225,R,,
eBird,Photo,Indian Paradise-Flycatcher,S154596123,R,,
eBird,Photo,Indian Paradise-Flycatcher,S154562459,R,,
eBird,Photo,Indian Paradise-Flycatcher,S154536074,R,,
eBird,Photo,Indian Paradise-Flycatcher,S154674030,R,,
eBird,Photo,Indian Paradise-Flycatcher,S155463042,I,,3
eBird,Photo,Indian Paradise-Flycatcher,S154750378,R,,
eBird,Photo,Indian Paradise-Flycatcher,S154735740,R,,
eBird,Photo,Indian Paradise-Flycatcher,S154889153,W,,
eBird,Photo,Indian Paradise-Flycatcher,S155015139,W,,
eBird,Photo,Indian Paradise-Flycatcher,S154841506,W,,
eBird,Photo,Indian Paradise-Flycatcher,S154887872,W,,
eBird,Photo,Indian Paradise-Flycatcher,S154908959,R,,
eBird,Photo,Indian Paradise-Flycatcher,S154896346,R,,
eBird,Photo,Indian Paradise-Flycatcher,S154906585,W,,
eBird,Photo,Indian Paradise-Flycatcher,S154895810,W,,
eBird,Photo,Indian Paradise-Flycatcher,S154885481,W,,
eBird,Photo,Indian Paradise-Flycatcher,S155682666,W,,
eBird,Photo,Indian Paradise-Flycatcher,S155011347,W,,
eBird,Photo,Indian Paradise-Flycatcher,S157414574,W,,
eBird,Photo,Indian Paradise-Flycatcher,S155071461,R,,
eBird,Photo,Indian Paradise-Flycatcher,S155140647,W,,
eBird,Photo,Indian Paradise-Flycatcher,S155077931,W,,
eBird,Photo,Indian Paradise-Flycatcher,S155141657,R,,
eBird,Photo,Indian Paradise-Flycatcher,S155311865,R,,
eBird,Photo,Indian Paradise-Flycatcher,S155161588,R,,
eBird,Photo,Indian Paradise-Flycatcher,S155147670,R,,
eBird,Photo,Indian Paradise-Flycatcher,S155140338,R,,
eBird,Photo,Indian Paradise-Flycatcher,S155145958,R,,
eBird,Photo,Indian Paradise-Flycatcher,S155215391,R,,
eBird,Photo,Indian Paradise-Flycatcher,S155215827,W,,
eBird,Photo,Indian Paradise-Flycatcher,S155217866,W,,
eBird,Photo,Indian Paradise-Flycatcher,S155219332,W,,
eBird,Photo,Indian Paradise-Flycatcher,S155300169,W,,
eBird,Photo,Indian Paradise-Flycatcher,S155297131,W,,
eBird,Photo,Indian Paradise-Flycatcher,S155367233,R,,
eBird,Photo,Indian Paradise-Flycatcher,S155359257,R,,
eBird,Photo,Indian Paradise-Flycatcher,S155367233,W,,
eBird,Photo,Indian Paradise-Flycatcher,S157215002,W,,
eBird,Photo,Indian Paradise-Flycatcher,S155360692,W,,
eBird,Photo,Indian Paradise-Flycatcher,S155411742,I,,1
eBird,Photo,Indian Paradise-Flycatcher,S155499339,I,,1
eBird,Photo,Indian Paradise-Flycatcher,S155516605,R,,
eBird,Photo,Indian Paradise-Flycatcher,S155462305,R,,
eBird,Photo,Indian Paradise-Flycatcher,S155470078,W,,
eBird,Photo,Indian Paradise-Flycatcher,S155503904,W,,
eBird,Photo,Indian Paradise-Flycatcher,S155499457,W,,
eBird,Photo,Indian Paradise-Flycatcher,S155509291,R,,
eBird,Photo,Indian Paradise-Flycatcher,S155523712,R,,
eBird,Photo,Indian Paradise-Flycatcher,S155589959,R,,
eBird,Photo,Indian Paradise-Flycatcher,S155560946,W,,
eBird,Photo,Indian Paradise-Flycatcher,S155566168,W,,
eBird,Photo,Indian Paradise-Flycatcher,S155651490,W,,
eBird,Photo,Indian Paradise-Flycatcher,S155640086,W,,
eBird,Photo,Indian Paradise-Flycatcher,S155738830,R,,
eBird,Photo,Indian Paradise-Flycatcher,S155986488,W,,
eBird,Photo,Indian Paradise-Flycatcher,S155835904,W,,
eBird,Photo,Indian Paradise-Flycatcher,S155768661,W,,
eBird,Photo,Indian Paradise-Flycatcher,S155870820,R,,
eBird,Photo,Indian Paradise-Flycatcher,S155820607,R,,
eBird,Photo,Indian Paradise-Flycatcher,S155870820,W,,
eBird,Photo,Indian Paradise-Flycatcher,S155823867,W,,
eBird,Photo,Indian Paradise-Flycatcher,S155890365,R,,
eBird,Photo,Indian Paradise-Flycatcher,S155935142,R,,
eBird,Photo,Indian Paradise-Flycatcher,S155935142,W,,
eBird,Photo,Indian Paradise-Flycatcher,S156021513,I,,1
eBird,Photo,Indian Paradise-Flycatcher,S156232652,W,,
eBird,Photo,Indian Paradise-Flycatcher,S156010954,W,,
eBird,Photo,Indian Paradise-Flycatcher,S155988562,W,,
eBird,Photo,Indian Paradise-Flycatcher,S156056754,R,,
eBird,Photo,Indian Paradise-Flycatcher,S156072904,R,,
eBird,Photo,Indian Paradise-Flycatcher,S156055562,R,,
eBird,Photo,Indian Paradise-Flycatcher,S156251353,R,,
eBird,Photo,Indian Paradise-Flycatcher,S157418737,W,,
eBird,Photo,Indian Paradise-Flycatcher,S156074867,W,,
eBird,Photo,Indian Paradise-Flycatcher,S156060553,W,,
eBird,Photo,Indian Paradise-Flycatcher, S156059055,W,,
eBird,Photo,Indian Paradise-Flycatcher,S156237339,I,,5
eBird,Photo,Indian Paradise-Flycatcher,S156252928,R,,
eBird,Photo,Indian Paradise-Flycatcher,S156237339,W,,
eBird,Photo,Indian Paradise-Flycatcher,S156669101,W,,
eBird,Photo,Indian Paradise-Flycatcher,S156334200,W,,
eBird,Photo,Indian Paradise-Flycatcher, S156131037,W,,
eBird,Photo,Indian Paradise-Flycatcher,S156232647,W,,
eBird,Photo,Indian Paradise-Flycatcher,S156736274,W,,
eBird,Photo,Indian Paradise-Flycatcher,S156337170,W,,
eBird,Photo,Indian Paradise-Flycatcher,S156231439,W,,
eBird,Photo,Indian Paradise-Flycatcher,S156226510,R,,
eBird,Photo,Indian Paradise-Flycatcher,S156280733,W,,
eBird,Photo,Indian Paradise-Flycatcher,S156282885,W,,
eBird,Photo,Indian Paradise-Flycatcher,S156231025,W,,
eBird,Photo,Indian Paradise-Flycatcher,S156227489,W,,
eBird,Photo,Indian Paradise-Flycatcher,S156232824,W,,
eBird,Photo,Indian Paradise-Flycatcher,S156293859,W,,
eBird,Photo,Indian Paradise-Flycatcher,S156331743,R,,
eBird,Photo,Indian Paradise-Flycatcher,S156475857,W,,
eBird,Photo,Indian Paradise-Flycatcher,S156409662,W,,
eBird,Photo,Indian Paradise-Flycatcher,S156355460,W,,
eBird,Photo,Indian Paradise-Flycatcher,S166558965,W,,
eBird,Photo,Indian Paradise-Flycatcher,S156403302,R,,
eBird,Photo,Indian Paradise-Flycatcher,S156532075,R,,
eBird,Photo,Indian Paradise-Flycatcher,S156512090,R,,
